,emg
26610,-23006
26611,-38264
26612,-31051
26613,-28582
26614,-28834
26615,-30986
26616,-33839
26617,-37461
26618,-27997
26619,-4479
26620,-26019
26621,-38252
26622,-31101
26623,-29137
26624,-29231
26625,-30662
26626,-33428
26627,-36907
26628,-38206
26629,-20693
26630,-40702
26631,-36381
26632,-31145
26633,-28939
26634,-28649
26635,-30183
26636,-33271
26637,-36404
26638,-38191
26639,-38431
26640,-36930
26641,-34252
26642,-30899
26643,-28535
26644,-28436
26645,-30419
26646,-33174
26647,-36248
26648,-38372
26649,-38481
26650,-36669
26651,-33782
26652,-30633
26653,-28552
26654,-28364
26655,-29879
26656,-32775
26657,-35773
26658,-37929
26659,-38163
26660,-36317
26661,-33032
26662,-30043
26663,-28439
26664,-28572
26665,-29750
26666,-32608
26667,-35832
26668,-37896
26669,-37933
26670,-36437
26671,-33531
26672,-30072
26673,-27976
26674,-27926
26675,-29714
26676,-32589
26677,-35807
26678,-38029
26679,-38002
26680,-36427
26681,-33414
26682,-30144
26683,-28042
26684,-27878
26685,-29447
26686,-32386
26687,-35467
26688,-37474
26689,-37846
26690,-36313
26691,-33191
26692,-30100
26693,-27768
26694,-26970
26695,-28798
26696,-32037
26697,-35532
26698,-37807
26699,-37939
26700,-36289
26701,-33030
26702,-29680
26703,-27550
26704,-27376
26705,-28861
26706,-32056
26707,-35489
26708,-37402
26709,-37479
26710,-35838
26711,-32854
26712,-29695
26713,-27579
26714,-27552
26715,-29130
26716,-32045
26717,-35221
26718,-37309
26719,-37426
26720,-35987
26721,-32969
26722,-29654
26723,-27694
26724,-27856
26725,-29461
26726,-32143
26727,-35417
26728,-37771
26729,-37707
26730,-36032
26731,-33229
26732,-30030
26733,-27925
26734,-27913
26735,-29477
26736,-32666
26737,-35918
26738,-37741
26739,-37779
26740,-36232
26741,-33540
26742,-30458
26743,-28271
26744,-28099
26745,-29676
26746,-32637
26747,-36080
26748,-38200
26749,-38147
26750,-36785
26751,-33999
26752,-30810
26753,-28517
26754,-28359
26755,-30261
26756,-33403
26757,-36644
26758,-38688
26759,-38866
26760,-37347
26761,-34362
26762,-31213
26763,-29184
26764,-29018
26765,-30538
26766,-33592
26767,-36907
26768,-38999
26769,-39084
26770,-37777
26771,-34982
26772,-31814
26773,-29657
26774,-29679
26775,-31212
26776,-34093
26777,-37295
26778,-39651
26779,-40071
26780,-38341
26781,-35014
26782,-31642
26783,-29840
26784,-29872
26785,-31522
26786,-34679
26787,-37951
26788,-40453
26789,-40775
26790,-38855
26791,-35827
26792,-32601
26793,-30517
26794,-30534
26795,-32125
26796,-35147
26797,-38370
26798,-40269
26799,-40242
26800,-39049
26801,-36188
26802,-32674
26803,-30561
26804,-30489
26805,-32149
26806,-35074
26807,-38184
26808,-42441
26809,-52336
26810,-49557
26811,-37189
26812,-32551
26813,-30237
26814,-30074
26815,-31672
26816,-34621
26817,-37820
26818,-38433
26819,-16927
26820,-37619
26821,-39127
26822,-31769
26823,-29664
26824,-29521
26825,-30998
26826,-34007
26827,-37591
26828,-33116
26829,-7468
26830,-28494
26831,-38757
26832,-31325
26833,-29294
26834,-29127
26835,-30674
26836,-33423
26837,-37266
26838,-30766
26839,-5907
26840,-26565
26841,-37682
26842,-30438
26843,-28547
26844,-28607
26845,-29987
26846,-32955
26847,-36846
26848,-30962
26849,-6344
26850,-27426
26851,-37342
26852,-30061
26853,-28315
26854,-28187
26855,-29817
26856,-32602
26857,-35970
26858,-29962
26859,-6048
26860,-27506
26861,-37366
26862,-29958
26863,-27927
26864,-27764
26865,-29294
26866,-32342
26867,-36099
26868,-29759
26869,-6020
26870,-27467
26871,-36981
26872,-29379
26873,-27052
26874,-27018
26875,-28639
26876,-32049
26877,-35379
26878,-29082
26879,-5737
26880,-26638
26881,-37106
26882,-29459
26883,-27314
26884,-27216
26885,-28770
26886,-31647
26887,-35663
26888,-28479
26889,-5180
26890,-26013
26891,-36294
26892,-29545
26893,-27276
26894,-27199
26895,-29181
26896,-31861
26897,-35438
26898,-27882
26899,-4748
26900,-24627
26901,-36604
26902,-29458
26903,-27209
26904,-27097
26905,-28784
26906,-31894
26907,-35867
26908,-29285
26909,-5347
26910,-25676
26911,-36791
26912,-29531
26913,-27160
26914,-27069
26915,-28929
26916,-31865
26917,-35867
26918,-29577
26919,-5570
26920,-25423
26921,-36856
26922,-29826
26923,-27766
26924,-27809
26925,-29446
26926,-32591
26927,-36381
26928,-29812
26929,-6026
26930,-27883
26931,-37797
26932,-30032
26933,-27761
26934,-28031
26935,-29748
26936,-33090
26937,-36752
26938,-31066
26939,-6710
26940,-28636
26941,-37864
26942,-30481
26943,-28431
26944,-28116
26945,-29941
26946,-32972
26947,-36001
26948,-29572
26949,-5866
26950,-27299
26951,-37992
26952,-30408
26953,-28263
26954,-28186
26955,-29843
26956,-32917
26957,-36736
26958,-28172
26959,-4760
26960,-25822
26961,-37618
26962,-30479
26963,-28331
26964,-28285
26965,-29991
26966,-33207
26967,-36908
26968,-24999
26969,-3294
26970,-23482
26971,-37969
26972,-30599
26973,-28412
26974,-28616
26975,-30237
26976,-33107
26977,-36736
26978,-20014
26979,-2147
26980,-21786
26981,-37586
26982,-30817
26983,-29038
26984,-28807
26985,-30192
26986,-33518
26987,-36769
26988,-18836
26989,-2175
26990,-23367
26991,-38219
26992,-31113
26993,-29079
26994,-28847
26995,-30274
26996,-33096
26997,-37292
26998,-24772
26999,-3572
27000,-25915
27001,-37958
27002,-30909
27003,-28834
27004,-28964
27005,-30349
27006,-33442
27007,-37559
27008,-29031
27009,-5051
27010,-26606
27011,-38291
27012,-31109
27013,-28848
27014,-28906
27015,-30796
27016,-33628
27017,-37298
27018,-31773
27019,-6611
27020,-28064
27021,-38433
27022,-31138
27023,-29037
27024,-28856
27025,-30626
27026,-33647
27027,-37486
27028,-31289
27029,-6614
27030,-29354
27031,-38606
27032,-31437
27033,-29532
27034,-29414
27035,-31058
27036,-34127
27037,-38196
27038,-31267
27039,-6262
27040,-28832
27041,-39167
27042,-31652
27043,-29665
27044,-29661
27045,-31252
27046,-34211
27047,-37759
27048,-30635
27049,-6026
27050,-28386
27051,-38939
27052,-31772
27053,-29685
27054,-29610
27055,-31365
27056,-34335
27057,-37984
27058,-31511
27059,-6353
27060,-28209
27061,-38501
27062,-31221
27063,-29548
27064,-29511
27065,-30992
27066,-34009
27067,-37827
27068,-31369
27069,-6570
27070,-29269
27071,-38834
27072,-31398
27073,-29320
27074,-29075
27075,-30517
27076,-33502
27077,-37301
27078,-30247
27079,-6007
27080,-28840
27081,-38347
27082,-31013
27083,-28643
27084,-28377
27085,-30439
27086,-33626
27087,-37113
27088,-29897
27089,-5470
27090,-26616
27091,-37582
27092,-30278
27093,-28386
27094,-28514
27095,-29898
27096,-33082
27097,-36756
27098,-29822
27099,-5744
27100,-26944
27101,-37468
27102,-30070
27103,-27791
27104,-27607
27105,-29223
27106,-32552
27107,-36449
27108,-30247
27109,-6612
27110,-29243
27111,-37012
27112,-29602
27113,-27828
27114,-27585
27115,-29121
27116,-31994
27117,-35885
27118,-31212
27119,-7024
27120,-28839
27121,-37168
27122,-29496
27123,-27354
27124,-27402
27125,-28998
27126,-31912
27127,-35664
27128,-31186
27129,-7233
27130,-28481
27131,-37104
27132,-29529
27133,-27234
27134,-27114
27135,-29027
27136,-32178
27137,-35748
27138,-32094
27139,-8019
27140,-29904
27141,-36531
27142,-29532
27143,-27348
27144,-27247
27145,-28974
27146,-32104
27147,-35906
27148,-33524
27149,-9291
27150,-30669
27151,-36592
27152,-29732
27153,-27852
27154,-27612
27155,-29094
27156,-32304
27157,-35992
27158,-33726
27159,-9514
27160,-30457
27161,-36876
27162,-29883
27163,-27876
27164,-27706
27165,-29309
27166,-32262
27167,-35942
27168,-33778
27169,-9674
27170,-31347
27171,-37186
27172,-30086
27173,-28046
27174,-28132
27175,-29859
27176,-33036
27177,-36612
27178,-32807
27179,-8313
27180,-30659
27181,-37682
27182,-30390
27183,-28828
27184,-28696
27185,-30498
27186,-33686
27187,-37549
27188,-30915
27189,-6085
27190,-27698
27191,-38565
27192,-30981
27193,-28935
27194,-28786
27195,-30386
27196,-33516
27197,-37439
27198,-28749
27199,-5282
27200,-28392
27201,-38636
27202,-31086
27203,-28768
27204,-28791
27205,-30654
27206,-33887
27207,-37626
27208,-33357
27209,-8743
27210,-32324
27211,-38198
27212,-31075
27213,-29069
27214,-28845
27215,-30531
27216,-33659
27217,-37082
27218,-37034
27219,-14241
27220,-36367
27221,-37966
27222,-30915
27223,-28712
27224,-28947
27225,-30616
27226,-33449
27227,-36767
27228,-40568
27229,-30851
27230,-44089
27231,-35766
27232,-30462
27233,-28284
27234,-28882
27235,-30801
27236,-33699
27237,-37046
27238,-43716
27239,-52571
27240,-48554
27241,-35735
27242,-30947
27243,-28973
27244,-28720
27245,-29972
27246,-33204
27247,-36647
27248,-41542
27249,-51301
27250,-45952
27251,-34441
27252,-30623
27253,-28875
27254,-28392
27255,-30029
27256,-32998
27257,-36126
27258,-38738
27259,-38545
27260,-37236
27261,-34472
27262,-30860
27263,-28652
27264,-28547
27265,-29909
27266,-32798
27267,-36079
27268,-38464
27269,-39020
27270,-37077
27271,-33667
27272,-30271
27273,-28179
27274,-28286
27275,-30007
27276,-33005
27277,-36584
27278,-38473
27279,-38437
27280,-36817
27281,-33575
27282,-30299
27283,-27977
27284,-27898
27285,-29756
27286,-32807
27287,-36205
27288,-38294
27289,-38349
27290,-36559
27291,-33277
27292,-29933
27293,-28077
27294,-28387
27295,-29821
27296,-32756
27297,-35962
27298,-38282
27299,-38339
27300,-36521
27301,-33324
27302,-29722
27303,-27919
27304,-28092
27305,-29722
27306,-32798
27307,-35926
27308,-37827
27309,-37816
27310,-36506
27311,-33461
27312,-29717
27313,-27382
27314,-27569
27315,-29609
27316,-32936
27317,-35712
27318,-37657
27319,-38201
27320,-36562
27321,-32772
27322,-29494
27323,-27769
27324,-27731
27325,-29567
27326,-32505
27327,-35484
27328,-37728
27329,-37963
27330,-36176
27331,-33286
27332,-29999
27333,-27822
27334,-27913
27335,-29609
27336,-32691
27337,-36216
27338,-38305
27339,-38059
27340,-36480
27341,-33509
27342,-30068
27343,-27957
27344,-28162
27345,-30162
27346,-32916
27347,-36191
27348,-38739
27349,-38938
27350,-37278
27351,-34039
27352,-30467
27353,-28220
27354,-28356
27355,-30123
27356,-33341
27357,-36660
27358,-41944
27359,-51746
27360,-48329
27361,-35692
27362,-30716
27363,-28451
27364,-28506
27365,-30155
27366,-33121
27367,-37430
27368,-34569
27369,-8814
27370,-29493
27371,-37549
27372,-30727
27373,-28479
27374,-28163
27375,-29876
27376,-32971
27377,-36447
27378,-34316
27379,-10125
27380,-32046
27381,-37265
27382,-29965
27383,-27986
27384,-28081
27385,-29854
27386,-33055
27387,-36469
27388,-36644
27389,-14224
27390,-36155
27391,-37195
27392,-30384
27393,-28571
27394,-28277
27395,-29687
27396,-32934
27397,-36805
27398,-37811
27399,-16497
27400,-37871
27401,-37155
27402,-30928
27403,-29263
27404,-28985
27405,-30495
27406,-33609
27407,-37161
27408,-38777
27409,-19375
27410,-40135
27411,-37097
27412,-30707
27413,-28899
27414,-29201
27415,-30894
27416,-33796
27417,-37315
27418,-43621
27419,-47916
27420,-48177
27421,-35852
27422,-31110
27423,-28843
27424,-28744
27425,-30529
27426,-33629
27427,-37087
27428,-41014
27429,-49297
27430,-41881
27431,-34351
27432,-30900
27433,-28441
27434,-28182
27435,-30059
27436,-33035
27437,-36277
27438,-38503
27439,-38652
27440,-36979
27441,-33589
27442,-30421
27443,-28348
27444,-28055
27445,-29672
27446,-33111
27447,-36569
27448,-38911
27449,-38451
27450,-36582
27451,-33590
27452,-30343
27453,-27976
27454,-28093
27455,-29791
27456,-32800
27457,-36156
27458,-38244
27459,-38109
27460,-36821
27461,-33970
27462,-30652
27463,-28308
27464,-28442
27465,-29807
27466,-32836
27467,-36411
27468,-38762
27469,-38746
27470,-36888
27471,-33602
27472,-30214
27473,-28035
27474,-27907
27475,-29492
27476,-32491
27477,-35954
27478,-38157
27479,-38221
27480,-36579
27481,-33277
27482,-29767
27483,-27547
27484,-27444
27485,-29099
27486,-32210
27487,-35547
27488,-38169
27489,-38247
27490,-36229
27491,-32902
27492,-29560
27493,-27593
27494,-27345
27495,-28806
27496,-32227
27497,-36057
27498,-38029
27499,-37757
27500,-36277
27501,-33462
27502,-29918
27503,-27867
27504,-27959
27505,-29460
27506,-32477
27507,-36617
27508,-28121
27509,-4622
27510,-24888
27511,-37155
27512,-30355
27513,-28196
27514,-27997
27515,-29617
27516,-32899
27517,-37046
27518,-25859
27519,-4204
27520,-27776
27521,-37944
27522,-30539
27523,-28564
27524,-28569
27525,-30318
27526,-33532
27527,-37334
27528,-30521
27529,-6258
27530,-28665
27531,-37967
27532,-30872
27533,-28672
27534,-28913
27535,-30834
27536,-33764
27537,-37370
27538,-33146
27539,-8580
27540,-32041
27541,-38337
27542,-31094
27543,-28761
27544,-28705
27545,-30447
27546,-33401
27547,-37112
27548,-34384
27549,-9204
27550,-31376
27551,-37647
27552,-30638
27553,-28536
27554,-28681
27555,-30207
27556,-33388
27557,-37060
27558,-35282
27559,-10791
27560,-32572
27561,-37772
27562,-30356
27563,-28067
27564,-28143
27565,-29906
27566,-33277
27567,-36718
27568,-35617
27569,-11432
27570,-33381
27571,-37694
27572,-30462
27573,-28267
27574,-28206
27575,-29909
27576,-33247
27577,-36946
27578,-36414
27579,-12899
27580,-34303
27581,-37267
27582,-30600
27583,-28658
27584,-28734
27585,-30087
27586,-33184
27587,-36729
27588,-36549
27589,-14031
27590,-35912
27591,-37395
27592,-30414
27593,-28444
27594,-28651
27595,-30455
27596,-33723
27597,-37019
27598,-37142
27599,-14424
27600,-36041
27601,-36872
27602,-30030
27603,-28512
27604,-28867
27605,-30220
27606,-33401
27607,-36866
27608,-37063
27609,-14789
27610,-36991
27611,-37546
27612,-30691
27613,-28585
27614,-28548
27615,-30137
27616,-33249
27617,-36980
27618,-37180
27619,-14108
27620,-35336
27621,-37177
27622,-30260
27623,-28109
27624,-28105
27625,-29869
27626,-33196
27627,-36877
27628,-36144
27629,-12475
27630,-34559
27631,-37225
27632,-30354
27633,-27974
27634,-27872
27635,-29807
27636,-33502
27637,-37194
27638,-35591
27639,-10882
27640,-32672
27641,-37787
27642,-30579
27643,-28434
27644,-28145
27645,-30187
27646,-33868
27647,-37367
27648,-32550
27649,-7681
27650,-30250
27651,-37999
27652,-30769
27653,-28531
27654,-28513
27655,-30243
27656,-33269
27657,-37142
27658,-29973
27659,-6126
27660,-29517
27661,-37487
27662,-30399
27663,-28260
27664,-28247
27665,-29987
27666,-33081
27667,-36825
27668,-32772
27669,-8962
27670,-32981
27671,-37684
27672,-30216
27673,-28022
27674,-27979
27675,-29644
27676,-32753
27677,-35927
27678,-36291
27679,-17339
27680,-38962
27681,-36226
27682,-30317
27683,-28000
27684,-27966
27685,-29984
27686,-33344
27687,-36700
27688,-42844
27689,-51925
27690,-46169
27691,-34458
27692,-30007
27693,-27646
27694,-27384
27695,-29492
27696,-32809
27697,-36248
27698,-38325
27699,-38142
27700,-36393
27701,-33221
27702,-29694
27703,-27684
27704,-27948
27705,-29411
27706,-32179
27707,-35507
27708,-38127
27709,-38384
27710,-36548
27711,-33262
27712,-29832
27713,-27754
27714,-27646
27715,-29427
27716,-32704
27717,-36481
27718,-38602
27719,-38526
27720,-36920
27721,-33857
27722,-30521
27723,-28466
27724,-28589
27725,-30436
27726,-33667
27727,-37053
27728,-39231
27729,-39355
27730,-37948
27731,-34779
27732,-31006
27733,-28777
27734,-29348
27735,-31080
27736,-34019
27737,-37234
27738,-39801
27739,-40062
27740,-38312
27741,-35228
27742,-32106
27743,-29843
27744,-29647
27745,-31274
27746,-34262
27747,-37512
27748,-39864
27749,-40001
27750,-38217
27751,-35061
27752,-31776
27753,-29806
27754,-29568
27755,-31221
27756,-34274
27757,-37597
27758,-41819
27759,-51179
27760,-45207
27761,-34556
27762,-30939
27763,-29051
27764,-29236
27765,-31474
27766,-34510
27767,-37736
27768,-43061
27769,-52735
27770,-48447
27771,-35831
27772,-31354
27773,-29549
27774,-29161
27775,-30591
27776,-33986
27777,-37404
27778,-43882
27779,-52892
27780,-48911
27781,-35848
27782,-30781
27783,-28726
27784,-28728
27785,-30625
27786,-33704
27787,-36987
27788,-38976
27789,-21380
27790,-40689
27791,-36127
27792,-30703
27793,-28395
27794,-28134
27795,-29837
27796,-33288
27797,-36832
27798,-36232
27799,-13684
27800,-35539
27801,-37047
27802,-30669
27803,-28346
27804,-28079
27805,-29901
27806,-33152
27807,-36635
27808,-35797
27809,-12464
27810,-34639
27811,-37024
27812,-30297
27813,-28200
27814,-28446
27815,-29942
27816,-32976
27817,-37017
27818,-35571
27819,-11712
27820,-34305
27821,-37334
27822,-30284
27823,-28162
27824,-28478
27825,-30116
27826,-33227
27827,-37061
27828,-35259
27829,-11281
27830,-33805
27831,-37318
27832,-30604
27833,-28451
27834,-28217
27835,-29667
27836,-32752
27837,-36762
27838,-35116
27839,-11433
27840,-33793
27841,-36808
27842,-29838
27843,-27724
27844,-28169
27845,-30101
27846,-32912
27847,-36481
27848,-35525
27849,-11980
27850,-33837
27851,-36557
27852,-30327
27853,-28287
27854,-27774
27855,-29573
27856,-32842
27857,-36694
27858,-35966
27859,-12637
27860,-34990
27861,-36811
27862,-29832
27863,-27499
27864,-27930
27865,-29622
27866,-32766
27867,-36606
27868,-36340
27869,-13843
27870,-35874
27871,-36832
27872,-29896
27873,-27727
27874,-27659
27875,-29306
27876,-32410
27877,-36136
27878,-36069
27879,-13251
27880,-35107
27881,-36296
27882,-29466
27883,-27405
27884,-27349
27885,-29233
27886,-32363
27887,-35778
27888,-35657
27889,-13749
27890,-35290
27891,-36081
27892,-29351
27893,-27486
27894,-27462
27895,-29121
27896,-32353
27897,-35909
27898,-35903
27899,-14174
27900,-35929
27901,-36223
27902,-29050
27903,-27082
27904,-27759
27905,-29832
27906,-32899
27907,-36338
27908,-36592
27909,-14594
27910,-36384
27911,-36746
27912,-29905
27913,-27644
27914,-27711
27915,-30011
27916,-32936
27917,-36483
27918,-36679
27919,-14861
27920,-36944
27921,-36695
27922,-30347
27923,-28190
27924,-28454
27925,-30361
27926,-33416
27927,-37073
27928,-37133
27929,-15048
27930,-37376
27931,-37161
27932,-30806
27933,-28704
27934,-28859
27935,-30754
27936,-33938
27937,-37757
27938,-37841
27939,-15666
27940,-38056
27941,-37562
27942,-31321
27943,-29174
27944,-29507
27945,-31253
27946,-34428
27947,-37923
27948,-38231
27949,-16007
27950,-38406
27951,-37997
27952,-31504
27953,-29338
27954,-29325
27955,-31075
27956,-34301
27957,-37959
27958,-38114
27959,-15831
27960,-37949
27961,-37746
27962,-31431
27963,-29218
27964,-29296
27965,-31108
27966,-34516
27967,-38824
27968,-38490
27969,-15544
27970,-37789
27971,-37509
27972,-30986
27973,-29044
27974,-29185
27975,-30880
27976,-33924
27977,-37609
27978,-37900
27979,-15502
27980,-37335
27981,-37363
27982,-31095
27983,-28916
27984,-28695
27985,-30421
27986,-33608
27987,-37641
27988,-38047
27989,-15558
27990,-37623
27991,-37352
27992,-31012
27993,-28606
27994,-29002
27995,-31309
27996,-33951
27997,-37404
27998,-37517
27999,-15774
28000,-37990
28001,-37282
28002,-31147
28003,-29580
28004,-30089
28005,-32285
28006,-35242
28007,-38192
28008,-37746
28009,-15602
28010,-38968
28011,-38768
28012,-30815
28013,-27366
28014,-27283
28015,-29734
28016,-33257
28017,-37074
28018,-37538
28019,-15579
28020,-37866
28021,-37012
28022,-30596
28023,-28303
28024,-29042
28025,-31054
28026,-33282
28027,-36949
28028,-37169
28029,-15153
28030,-37408
28031,-37552
28032,-32351
28033,-31170
28034,-31839
28035,-33834
28036,-37242
28037,-39470
28038,-37022
28039,-14815
28040,-35934
28041,-35472
28042,-28381
28043,-25385
28044,-27372
28045,-30032
28046,-33893
28047,-36692
28048,-36496
28049,-15117
28050,-39213
28051,-41352
28052,-34066
28053,-30303
28054,-28659
28055,-29392
28056,-33961
28057,-40157
28058,-40393
28059,-15972
28060,-36282
28061,-35924
28062,-31606
28063,-29364
28064,-28933
28065,-32329
28066,-36750
28067,-40322
28068,-39536
28069,-16479
28070,-41687
28071,-39245
28072,-31581
28073,-32461
28074,-31256
28075,-32251
28076,-37922
28077,-39655
28078,-36846
28079,-15396
28080,-39841
